ИНДЕКС 1,"Угол нашивки, град",Шаг нашивки,Плотность нашивки,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
521,0,"5,8515864017","84,6691107761","3,3642930226","1998,4140238735","883,6368110741","147,122139054","17,7747318511","272,8998667543","430,8076735246","78,5975163192","1673,5995140257","196,1875165122"
522,0,"12,4328766055","63,229779253","2,8954765778","1931,3375284617","597,639899637","138,954507664","23,9142381222","237,6138136204","354,3956972326","71,2526283372","2178,6746168349","220,3735254915"
523,0,"5,5454386669","54,6042507056","2,7523976391","1932,0460923206","11,3129425774","122,3888806293","18,5188320956","327,5165568241","384,2071551784","70,9168792185","3636,8929917828","89,8255680634"
524,0,"4,9078868536","48,0357478584","3,5086145544","2036,9793933516","653,6113475022","165,6859123777","23,1701844522","301,732089054","127,3484096269","71,8131875111","2423,2802735401","210,3325177379"
525,0,"5,3332139792","44,1806496076","3,7900512673","1962,7649561868","673,2637488373","73,7809509409","18,8007455272","351,0881796482","412,5044001251","77,1808046704","2572,1557864119","271,2633231129"
526,0,"8,9156787419","53,476515404","4,1483010502","2025,5223465844","132,5497475606","75,4344002948","22,147418593","278,5068085805","343,6274484131","69,7003208885","2504,3304080225","197,1213942243"
527,0,"6,0774790453","49,4561802648","3,5464147875","1838,7491205575","966,4137843214","57,884784915","23,9095991738","250,1836844667","11,295224179","71,9040952105","2939,5089282765","306,8760832979"
528,0,"6,7033239621","54,5881621809","3,4822055497","1972,3202852655","1144,2160574971","133,8210039049","23,0597775082","323,4111505156","1,6680022039","69,6683575816","1676,2260338979","165,8846602586"
529,0,"14,3764512764","46,4525975721","3,9161352023","1830,3321638948","471,506958158","133,3122077098","19,9188128101","209,9997308344","241,2192829701","73,5198313063","2826,7232475124","304,1842501088"
530,0,"5,2883713428","33,8506092046","1,5221920641","1995,5314446006","69,2165780195","108,4788562615","23,6081967065","300,3028108138","696,5813399104","71,2177342919","2435,0729099832","180,2250058429"
531,0,"3,0345824275","31,7968430191","2,753502678","1907,9527492232","1037,4447486552","71,6641511848","22,5686981673","244,0227048503","204,6658033227","70,6343996532","1994,1778269681","181,1396500361"
532,0,"8,1029886315","62,6977177775","3,369503765","1985,6897741396","1490,4686984838","76,2567998691","20,6254183885","343,5069744316","197,2383839701","73,2842558524","2044,3793280159","197,2958860736"
533,0,"12,3544757105","55,6170457545","1,6852037569","1849,21918861","951,0305794881","48,2020247692","21,3765699164","334,0270486061","25,6347349975","72,5493663212","3430,9315194491","224,9613008704"
534,0,"7,2544645375","60,0941534165","3,8727532037","1914,9520477606","704,6269918176","166,9518018238","23,3338502897","206,4659885937","411,8210579784","75,7566034983","2373,880342794","291,9631198137"
535,0,"4,78679447","53,2485290747","3,6940558224","2132,3782688528","1261,7859694769","29,9561496535","24,3821523114","302,3573649334","297,672136141","74,5155599887","3575,590284558","308,9722154535"
536,0,"3,4805378068","74,8856664463","2,7557425026","2003,7657931951","907,1317165362","91,685389581","19,5691274518","272,7374064886","915,1614513691","77,1397030643","3204,5868335744","220,3575018743"
537,0,"5,7295552096","64,4474762465","4,2690175151","1992,3474862668","429,3311563563","165,6784435575","27,0775326678","298,4147009243","401,6968469435","75,7055738991","2585,4719462079","326,7265754184"
538,0,"10,7404923169","49,1588382497","0,8573807668","2038,8984597041","524,6847727005","105,1285117634","19,7958206545","218,4919017351","354,9857866545","72,4061780347","2313,6769593185","289,3498330731"
539,0,"6,0664740202","56,798074696","2,455381235","1955,8666287734","630,9906658609","120,2930143795","17,2511425382","248,487787032","1181,3413875705","72,854579501","2193,8145939099","180,6501700777"
540,90,"6,8063657025","57,2863442299","2,8665496661","2007,3238067995","310,849518265","87,7150961328","21,1846735658","306,9266949413","377,3082520293","79,7449121913","2097,4245129404","207,3275239704"
541,90,"8,0155607562","70,0357671599","2,6943556767","1900,4478790106","778,3564220221","43,4545555186","25,4377091347","268,5218922573","409,6379656441","73,7091837546","1727,3959390056","63,6856983308"
542,90,"5,9465345376","56,2281839362","1,509893138","2008,1042857932","982,9532191898","111,1578785936","19,7290302227","301,6754214095","613,857606764","74,0280306098","2587,121777373","307,5330747533"
543,90,"7,3830277256","64,1810471089","4,6817716711","2039,8853143431","1135,1410715552","125,2288078449","24,8531919495","265,4580097273","866,0230683272","70,4176291714","2092,1363393046","271,8979092469"
544,90,"8,4792586889","65,2642438276","1,9833013747","1904,9607356938","197,4826713299","116,1716257529","24,1640003971","331,0391463169","1165,544484003","79,7399992686","2808,1273782331","249,729629292"
545,90,"7,3488139852","77,6448802995","2,6067656195","1846,762892066","793,5314999318","143,5352384682","22,0241086191","309,1766504755","149,888466944","72,8410685999","2434,7961452244","239,4571674087"
546,90,"6,0245195518","49,631222723","2,4075707874","1936,1092483557","807,4143869967","122,7490802292","23,5647829062","248,1323674495","930,6951702166","71,9301438734","2159,5541418908","138,2198744212"
547,90,"11,4243904418","44,2920023594","2,364325843","1863,5945133702","836,6550163764","119,5226367106","24,1951319062","326,8043503246","748,8409385413","75,5815736684","2805,836339356","177,8125801903"
548,90,"9,3790637926","49,5407306582","2,5050178827","2043,2257287339","947,5634332256","107,1728716807","21,1413843963","334,5380998499","665,2779228412","79,8920872542","2461,0433982462","164,365855731"
549,90,"7,1746197087","58,4009983885","2,6030984877","1962,1956150132","1615,0969728613","90,1878686774","24,0559045604","314,414751442","98,5091441774","72,0668136749","2949,7232740373","87,7972797331"
550,90,"6,4326570759","55,3836537339","2,5571269072","2055,1434888541","522,492490022","75,5366070214","19,7171574987","324,0068478459","554,2293217063","72,8255244226","2855,4018008036","184,3838246416"
551,90,"6,3844070969","43,8236068142","2,9516098681","2004,332481873","768,1453292353","78,293819139","19,9641296995","227,7580782073","731,4047258275","69,7648383164","2489,6042445838","114,2126746104"
552,90,"7,8632361533","53,5512816719","1,816392487","2026,9604724212","454,7209588671","72,2515905116","21,5198687752","245,8584692863","640,3066266022","69,5736250629","2641,5719667322","251,3195257659"
553,90,"8,3072352696","62,2023085103","2,5790469488","1968,4193624466","881,8893125215","158,205289786","20,9775610569","290,0245789208","539,2235051258","72,3133422014","2882,8958026732","172,8557037441"
554,90,"7,6283685373","64,196459455","1,9669113645","1985,4258170253","578,2931820743","147,19111623","23,9889498774","327,438290737","450,3986754842","71,8873673376","2619,8542152743","140,6996484264"
555,90,"4,2442112779","66,6684996248","2,3618656065","1855,6962275155","82,27881784","134,2425286053","22,5571549624","340,1508271468","144,3132114293","70,2739461202","2555,6373355188","174,7295383468"
556,90,"6,7008731436","51,9515577384","1,9809394983","2001,5774213149","360,8135630329","112,3267715604","26,764275264","350,8587536575","338,2645795837","72,9885954762","1927,164768118","230,7381213775"
557,90,"6,4351966141","55,7704755407","4,018219989","1801,940695289","728,9657196041","133,6378412215","24,0469722263","258,4346742746","984,1170133416","74,0185359992","2430,2644682445","203,0886630653"
558,90,"8,5864632919","55,0638360345","2,4722255253","2136,0381520043","217,9131300429","102,2592502843","26,3919279035","266,0412345276","682,0602788445","73,2414640091","2828,5666113059","167,6661770089"
559,90,"5,7093216226","50,556215749","4,602389972","1944,1669187708","867,4699630234","75,6703223668","17,4411574191","266,1458797993","321,8281695027","72,5883791557","2498,8948033988","237,8314216138"
560,90,"4,8402925281","72,531843307","2,3790361775","1833,4589988042","575,5773593112","94,0540353469","22,1415600596","257,1642365359","250,7728545651","66,8244271066","2672,5370359559","284,6186682843"
561,90,"11,0518485252","63,7098164318","3,011978019","1989,3733776569","1209,7684161947","120,4421589553","22,6566224326","228,057719191","546,0808941553","75,1879415436","2461,609015861","213,8554494526"
562,90,"5,7903407963","56,1584374351","3,4006364088","1902,3237541476","809,6821119328","138,4908838136","21,8871694227","282,3631842995","79,8798985764","74,7795409661","3015,8469857877","253,7181845075"
563,90,"11,3127243323","66,0865948029","1,7791638152","1879,5286475293","27,6750561106","122,0493851005","21,0544422099","187,9779645745","493,2094884528","68,6233721102","2686,511993372","251,9006008811"
564,90,"4,8305545328","57,205012727","3,8749089307","1968,2581742943","1120,9605678941","140,5154219198","21,0394222358","236,5466733808","980,9205879603","72,8433442339","2624,1098406284","179,6735811851"
565,90,"6,2243343967","47,3851493086","3,2987757746","2012,8224614849","1040,5709406246","108,9238045878","25,9653072444","301,9099767542","1003,5549581187","71,9555569277","1872,7393348253","359,0522197897"
566,90,"7,4682432184","64,8549359762","1,6207858872","1901,3570223183","842,3011904159","151,2597933565","22,8783567203","314,6220617008","519,6685229999","74,6158103997","2199,0943516573","300,5344973946"
567,90,"7,2229744987","74,6851802582","3,9273375537","1959,6506305016","1133,8944567589","108,5274328113","21,1699513027","242,0688787902","594,8506517982","69,8113727471","2110,8872580535","278,6224720152"
568,90,"7,4542819614","54,93161954","1,6150045845","1928,2775681788","678,9180644371","130,4513240382","23,22322845","282,3822214834","927,767306626","72,9503790862","1564,394256431","320,7946937102"
569,90,"5,9359336399","62,3263053667","3,5607601232","1935,8327618763","1462,3063033025","104,5311547726","23,2583658877","319,5677354677","640,7302234532","75,4039181228","2208,5158847135","171,2230836943"
570,90,"8,6130544746","62,127330973","1,5385387007","2015,0744348935","701,9077814208","113,4813008118","23,0132030272","256,4942684308","154,8223823906","74,6090868658","3139,9492138041","264,2216993312"
571,90,"3,9299247073","51,7838679498","2,8845924727","1978,4089518895","1200,9616415902","160,1778227814","22,220097369","320,8501061735","407,5469253268","71,5439108811","2587,2319852324","165,0190359272"
572,90,"6,928247156","55,0513689913","2,5841192377","1970,6886690288","742,2478462863","141,2474939353","21,3069187444","279,6192489939","488,0150466936","66,5786220744","2872,9290600952","102,7565762271"
573,90,"4,3587017641","54,8102466154","2,3439787811","1958,9176959075","704,4820149489","125,0744652064","23,0846459527","219,2090497338","225,4084552002","75,6756570432","2072,3658991572","200,9536777915"
574,90,"8,1208006052","63,9800080282","2,9087868065","2051,0296359202","620,9510747795","57,1055225844","22,2551186597","254,9228432748","1238,4764157979","75,9100609939","2246,1578586518","216,4448061148"
575,90,"10,8575477303","73,891669836","3,0544701385","2069,6727670272","725,9716027143","57,2853325179","25,2749687494","233,1114094763","91,3901337278","74,9073341791","1670,6270948645","154,3716028213"
576,90,"7,2537870532","54,7148136992","2,6643326402","2025,8324623427","564,9077555487","73,6273419299","16,8485363245","267,4559461621","835,0096264173","73,2192859277","3168,3357713248","199,3413263592"
577,90,"5,1557586659","63,9941439319","3,8561993867","1943,5815150919","368,2621131613","135,136487356","20,1657384839","329,6620610463","588,8092918631","71,8664882884","2536,1087551383","285,0485369668"
578,90,"9,5594628583","70,8518435971","3,0847798686","1998,2179997737","737,5928853951","98,3333362994","22,2307792355","311,023897114","709,4352366898","74,6723773869","1723,652081573","290,9540815779"
579,90,"5,0050670683","70,6648784002","3,8870803682","2024,9270763114","1087,544233937","141,799354992","21,8251615709","330,6440507916","618,0068766287","73,607207633","1934,6287955608","223,3788911248"
580,90,"8,787528799","49,8445658912","1,3628417826","1891,6195418573","1263,0708038068","103,9973151855","22,177332405","280,1248538922","299,8734265268","75,4957190094","2008,8327073455","293,6314568271"
581,90,"9,4435270696","56,0456182086","2,1967400226","1955,9068862202","578,2546028019","104,9095828437","22,4980811669","254,9750529039","372,3155686223","73,3586554777","2398,695806491","280,4992689659"
582,90,"9,3152872981","57,9605911381","3,2284345663","2019,0438783134","573,815018704","88,4593076351","20,5833086018","276,7111068327","593,1348920343","78,5562237613","2227,4473220178","272,6717136114"
583,90,"3,7033748261","54,0926730137","2,3166069568","1887,9683346863","811,3367237763","99,9558857186","22,9985099787","287,0068108299","749,9015968527","72,7491474442","2634,5137166961","262,0265278155"
584,90,"0,2687555576","75,3409289558","2,1635668688","1913,0218989153","606,2441857143","129,246402132","19,2921150045","348,5977378905","493,7080228544","72,638695441","1901,3231437143","204,3246475857"
585,90,"7,9333678255","46,9443605109","3,3554212369","1995,549152988","984,7420730261","110,7382133837","24,6960931867","193,4311440861","772,5662802731","73,9638574598","1348,2882512388","280,8806030972"
586,90,"4,5324700189","68,337055254","3,3700153716","2099,6455357425","1511,6818414546","112,7505412238","20,9895942235","238,5324460993","709,8786742148","72,7763578612","3616,428136077","238,9336998298"
587,90,"9,7523795586","59,8883824291","3,5216054075","1993,2191556355","445,4758130276","129,442139814","20,7264271281","301,9718657004","399,8155197937","68,7080280533","2379,634945959","209,6546096964"
588,90,"6,0478130087","50,6541815578","2,5925356441","2067,2276150756","660,8539161045","131,510859419","19,7786581256","212,1870057559","488,716528642","71,0395502036","2526,816726457","170,3916707383"
589,90,"7,8091475109","63,1379074653","5,2958419927","2116,6479502647","833,9673490704","102,944857127","19,6209199364","233,7500314123","38,6095292657","70,2210709271","3533,008496345","254,6127796982"
590,90,"7,7650512185","60,9858937134","3,4875072152","2023,2873961764","1276,8160134626","106,9015608477","23,9545486682","232,5227250984","237,9537251862","76,1490677925","1859,0291882789","201,5880444128"
591,90,"6,9826370588","61,3383917133","2,0489100347","2037,6914606737","1051,6666987326","139,2745980863","24,3375089413","297,309690134","46,5272586076","71,4700989803","2509,6129476889","188,1813261289"
592,90,"8,1003873342","54,8435213148","1,4874188233","1949,031039898","1911,5364770005","98,3807615312","19,447283183","379,1729507527","426,9176223881","75,5733335088","2814,3218424362","256,5227410013"
593,90,"4,5199537632","63,8388855044","3,3076966049","1797,6482335613","807,064161285","120,0652583245","23,882251205","305,4393425623","383,2618851515","68,9012827305","2794,6772918001","378,7568788298"
594,90,"6,0016732855","42,3183181231","2,9275950736","2010,974815953","322,0723293933","79,4801570933","21,277803641","244,0222763849","432,3109290719","74,8620122413","3021,1423647101","202,3341164861"
595,90,"7,6781601563","58,6921887283","2,2508221086","2012,7714146178","535,144341334","100,8522373395","21,3338044608","267,1677530225","1142,30281513","74,0961164758","2083,6296277517","128,2081673438"
596,90,"6,0853256955","58,9734211415","3,5814104363","1979,2321967481","1098,715687215","69,8205036721","18,5507647881","314,7313497593","77,4620203252","76,5430196319","2395,4170665488","75,8318116898"
597,90,"8,2370297098","46,5764604673","2,571758024","2066,3550438362","447,3947222696","170,3325580873","26,5460422932","246,0279544399","839,7807231037","66,9155406851","1642,4745602079","190,2421379134"
598,90,"6,7555611071","42,8675115741","2,1657563325","2110,837033979","283,3468960018","51,2253626059","24,5392481795","288,4730121284","501,3890114636","78,6983459125","1458,4328915217","147,0966875175"
599,90,"3,4418638811","62,1238832816","3,0485130688","2135,8849741471","704,3620957567","67,8762227266","22,2822424667","245,1565586983","528,1707967498","71,4485949701","3193,9234612952","285,4180191092"
600,90,"5,9133513933","68,5773174563","2,2259137896","2025,8717428325","603,150032339","148,7611275114","18,7110751314","204,7298344889","454,8555497626","72,7076776147","1982,8782421907","185,9393317526"
601,90,"8,3823159092","53,3283193033","4,2509778809","2102,6729680423","496,873649515","93,9094778382","24,8023286198","267,442877068","434,0400115242","73,5620529093","2415,4662351484","190,8104402037"
602,90,"1,7007477597","72,2097389186","4,1994029841","1973,7534940302","186,2747503","145,8666751693","20,2188897878","223,8505278601","464,7203097291","71,7085664199","2474,7319505759","187,9331340826"
603,90,"5,3792817517","63,4886041826","3,6510495921","1899,0529810464","1172,9602375598","136,6827245439","21,6105000924","297,4234918717","264,5389754235","69,9548765489","2716,4832111469","272,256726477"
604,90,"10,2646642335","73,7383497682","3,578783971","1862,6797924818","341,6721322722","75,0686000286","25,9568424261","312,7903063709","9,046203106","73,0069352048","1399,1185551355","160,519026888"
605,90,"8,1396449349","56,3263762541","2,1871553741","1987,7871399263","569,9306051637","76,4266699738","23,3484162258","346,1378929976","641,9221893272","76,0656862834","3135,2626532035","234,9327816237"
606,90,"4,0760530086","57,4999880871","3,550037862","1985,8974482357","766,0623555182","143,6397018893","19,6372720164","243,2389362204","522,0576016063","74,4290499678","2413,4920876101","189,0502987023"
607,90,"5,8020156178","69,4356626477","2,7509983543","2062,1439653312","405,9740227639","104,9921645296","21,668840644","268,4651532592","6,986692927","74,0823199709","2685,6761630751","154,9088088572"
608,90,"10,1545905063","63,1951560402","4,3018905732","2050,0067004111","1137,8923827467","136,0381928948","22,5003888323","275,1969206586","1230,4652143416","76,5708280317","2584,3596395506","187,8783519154"
609,90,"11,6498708406","62,109743692","1,5386863956","1965,4427568684","331,070665719","99,8799422771","17,4548496526","299,6051950379","351,1057676566","76,5364861869","2072,8707841662","234,3350856673"
610,90,"6,027006218","76,381450744","3,3112439492","2076,6656857914","1089,4847447822","57,0057411401","18,8472705881","298,2308191349","198,2704076661","77,2429130675","2931,6323230727","275,9157866931"
611,90,"5,860357194","61,8909517812","1,6476492152","2110,9855879163","31,6084692423","101,9355061205","19,4627203494","242,9181053766","688,8744060354","71,4160042005","2952,8396312609","172,0136645857"
612,90,"6,3740199075","56,3321026564","2,547477686","1923,7625946268","597,1415168852","130,6561419258","21,8458647665","328,3863047568","611,3268294603","78,1492314517","3495,2399688825","251,4509251903"
613,90,"5,5492209488","52,7143742189","2,7062801462","1959,1205405048","231,8774317882","99,2822875917","23,8810809557","313,0772487246","459,9574627513","72,3906133293","3090,5291780396","180,4101236722"
614,90,"7,2083663261","68,7405227218","2,8303735588","1959,3052538059","1121,5586049611","72,3489561274","18,3828322508","284,4493927373","619,21132038","71,6914604615","2213,3518108611","209,1734367658"
615,90,"8,0627460107","69,034242288","1,4840956791","2050,3000240138","508,907881451","98,1560862185","24,4118226588","275,9052408122","134,0952496076","72,6369816764","2004,6126277987","196,1647948212"
616,90,"4,3979853681","57,2073778309","2,2682672017","1933,1927269148","724,6917509806","97,2037179301","19,9658311628","352,3902832017","606,1012760906","75,4988638796","2470,9790746349","194,1770827617"
617,90,"10,3754727558","45,8368259807","2,1598481772","2144,5237739111","836,6323667286","107,6934447937","22,5643455037","283,0364777188","540,0780897804","72,4161636964","1784,2809078289","220,8496097436"
618,90,"8,7762098643","58,4507187539","3,2765167663","1911,2453058137","213,4663876036","78,8478114824","21,7789337389","226,9903708322","113,5904938611","72,6952184762","2734,0304469005","223,7704426023"
619,90,"7,6202554729","47,0662066644","2,5477457534","1980,854996655","728,3482790702","112,1696537626","23,021586723","307,8186268502","1133,447940576","73,68999708","2859,4649269321","162,7725011796"
620,90,"6,1219275164","59,8153394821","4,6530230372","2076,9819599058","1227,5506581844","83,2351102828","22,0682059207","333,6355247789","208,6152906178","70,6115125472","2610,4497669269","206,3797434199"
621,90,"10,4211837513","62,6740856514","2,1319977656","2000,3608564924","1440,5403620188","125,4690494996","23,1197823066","249,8354191157","662,1699937876","68,3425390285","2072,5869638594","275,6629265652"
622,90,"2,4698110375","63,942763381","3,2602496745","1869,8081332526","498,519344165","75,4492201996","17,4384045724","328,5023298272","584,7468604579","67,8036799552","2421,3696979825","250,0360468435"
623,90,"6,8293039822","58,165195923","3,7068418531","1819,4541813712","645,7288331997","181,0328091967","23,0347202365","257,5591867247","297,2408231242","68,3679661107","2192,5590180877","214,9121741204"
624,90,"4,7893670491","51,7339873265","1,7163971158","1960,5750424707","331,696471308","93,8675452079","25,0828231611","240,2427830446","692,2710854684","74,6101839686","1872,7002593437","245,0252177973"
625,90,"7,3180788384","48,0904776898","3,7091403998","2072,9597988434","563,9650405929","86,8034472158","25,2629553689","285,4079013234","26,5449790768","71,3370233031","3041,0201122751","133,0215568884"
626,90,"7,9556136684","75,9185655574","2,2452169998","2192,73878348","611,7663379939","108,2658622718","18,0560932962","339,3135856298","391,6386374287","69,6873085725","2832,2682270211","117,1788744914"
627,90,"10,3706076776","62,7356783942","3,9616326882","1986,5256473391","605,0326395761","109,1804791698","23,3043098286","304,3466902867","367,9823456784","77,3363073804","2538,1062989534","199,0007375153"
628,90,"5,3010397741","55,0638575865","3,9005387244","2025,6083222306","883,9083849559","170,8922931478","25,2817534526","195,5345731425","638,0257132457","78,5008223304","2187,8234531892","247,6227075999"
629,90,"6,8920187971","55,5212480281","2,7551904249","1997,8045190165","1083,7926455078","111,7278844488","25,4206472162","302,5603832925","567,4070123434","75,6320451042","2464,3747103817","277,3575975961"
630,90,"7,2580481345","52,516105243","1,5841506018","2005,3508241612","1057,7685087876","147,1949132927","22,1266211449","273,1221316985","98,6203466416","73,5502301982","3015,9263520419","128,3575429839"
631,90,"10,2050810238","72,9067703342","3,1657409902","2021,3938307474","231,7714282086","107,3349119918","22,230743756","258,5740410718","293,8484744387","79,1787321247","1694,4881002858","72,5308733762"
632,90,"3,9835202616","46,4274627853","2,6225944269","1961,5500757484","1490,320115333","122,2336295465","24,4767983515","332,3839998669","534,0703287771","71,5315212994","2616,1143314479","111,2659189996"
633,90,"4,2644026231","51,2194109528","1,8287542446","1920,5645664643","379,3334893247","103,5098058573","17,9985594306","257,2855616052","37,6293511753","80,4198624061","2001,8110143979","155,9506244472"
634,90,"4,897555107","59,7291492948","3,6754420374","2016,3674153324","1059,6239192834","125,6244913915","18,8467161691","255,7327896544","748,9442903212","72,515476329","2517,4487780829","212,2669076878"
635,90,"8,2308106739","46,3673723428","2,9931243146","1873,0988810012","1315,3048920783","114,2754899383","23,7125178281","246,8220190534","1177,6126700773","71,1751107831","1782,9246842976","160,2944963504"
636,90,"7,0731339916","52,3995757566","3,2798245689","1917,7709742839","439,2319816047","136,4961263637","20,4350012031","271,3035896757","569,5852472608","64,0540605598","1639,6355774007","220,6881620584"
637,90,"6,2939216115","58,8297475014","2,0662364715","1873,7974561115","399,2571171289","79,4739428475","18,6456565423","295,8869608253","197,2522691386","78,9357570789","2560,1080268299","311,2573974674"
638,90,"11,4204399487","52,6042642498","4,2379595749","1936,8771058882","1372,8307435633","115,3909506297","24,3506035927","293,8447990101","341,0710095442","77,7622053477","2854,9139923235","239,2085971588"
639,90,"8,9489954382","61,5439493626","1,3722763985","1966,4722650731","777,7755606508","117,7863702739","21,3443634257","291,8566118599","1072,4895977573","70,4389214731","2566,4641369653","198,0952651277"
640,90,"4,9452549027","51,9452789423","3,6032618668","1998,7090050113","760,8813109412","125,4955212989","25,90678132","263,8051108457","378,0209702526","73,5950826812","3249,8562607254","171,7114929186"
641,90,"8,2443704159","49,2446951966","2,7707199812","1887,2882443705","1192,3448134666","122,378494504","24,5209939614","306,2060279839","668,4513483138","72,976124087","1493,8013350792","180,6443735686"
642,90,"5,8761834318","40,1809109264","2,6126773343","1840,4412371542","1230,1863732268","149,762393077","22,9814311293","220,5513721162","1166,6289253316","70,6640704989","2293,7542745978","268,0161220168"
643,90,"9,5787932582","71,2345402484","2,9809171748","2014,9000177932","125,4885953119","105,0018672281","24,6899787138","361,6992269564","237,2291438495","71,9701811235","1269,7282031577","280,9948623732"
644,90,"7,9407843886","61,5113815288","2,5065778753","1844,1340245915","584,0687180136","80,4333246626","23,9729718091","281,8814870706","380,0952562393","71,4298280406","1614,871843293","248,5321438946"
645,90,"3,8514199426","53,5827614707","3,07329695","1920,881889931","783,0770601343","130,1639980584","24,2351560473","319,1821573917","239,5353189667","73,1518938017","2697,6989683569","181,3192357448"
646,90,"8,7908631274","70,6452002079","4,455973071","1923,5066183587","809,8883111638","96,7660479156","26,5214720619","286,7010647312","690,3609133411","69,0457984105","2793,4333434553","180,0681888233"
647,90,"6,1275545264","54,4347517359","1,7093328159","1874,0056515988","331,6369856458","142,3162453537","24,1447212905","189,8670777057","707,0356329696","71,9600173776","2557,6556812826","243,87338542"
648,90,"7,6948329552","56,3647486097","2,7594147092","1880,6821987077","1323,9340382547","72,1819854685","26,2743085278","319,7160567838","120,3190219784","71,7807247319","2699,8510359399","267,1029070811"
649,90,"4,4862411027","52,2357718829","3,5475119071","1967,434093163","741,259183648","92,8438038906","23,5532191008","397,1512908567","438,2902340611","75,3033941704","2751,9982068816","196,8222277526"
650,90,"2,7130449983","56,279666705","3,13843847","2021,2002638366","885,3124230051","90,4095504636","24,315336072","325,1763836563","544,2032448779","73,1702322719","2691,8118990693","258,9981457412"
651,90,"4,4107365416","54,0463745228","2,7019097448","2013,6561964638","758,7317952764","142,6541243615","20,6898321134","343,0663702042","482,4643462094","72,3519392046","3090,5245146095","180,548420825"
652,90,"7,9216005315","63,964180763","2,0071405608","1985,0360939914","1194,7099679852","151,2165321344","20,496931353","354,0132256101","201,1308062321","76,0577751277","2573,9802674757","151,1452231953"
653,90,"8,9841304291","62,284742205","2,6275372414","1939,0272381468","1412,952661326","130,982429294","22,6611368689","254,306265341","74,893612023","71,0018076406","3204,3249712699","203,2200930409"
654,90,"3,6369833025","61,3229796953","2,7659520916","1962,815062918","450,1629038877","96,7749281096","24,0177975869","321,8245046184","105,5948331843","73,1964633529","3694,2980444551","224,0982126549"
655,90,"13,3748547769","71,3320882012","2,1474263785","1945,9346100448","113,9385118736","63,5268149455","21,6164011971","296,3739946687","807,273814446","75,9908946983","2975,6433207984","243,0558226395"
656,90,"7,9455549074","61,7984028879","4,0881742241","2095,1229630882","410,5858847816","126,3107706839","22,393825365","292,8752105766","508,512213108","75,7061440867","2063,2939753853","187,0824189534"
657,90,"12,9536371835","55,9668345529","3,0212240891","1949,4695451528","449,6235032453","100,354157113","19,129933211","336,8995394519","775,6982758882","72,4544954797","2176,1803700201","116,9161621122"
658,90,"4,9075690691","62,7355541029","3,8280655378","1871,6919517259","967,0246118941","107,0035271546","20,359989471","347,1764843465","14,8892674562","68,6547240147","2276,1034579931","170,4110669675"
659,90,"10,9456139523","66,7229984411","2,7913664966","1912,9075825575","517,2095554121","94,028095648","17,3539845978","274,5415363751","686,6153485659","72,291374562","1739,1382960276","168,0677972339"
660,90,"7,627815067","64,0563572359","3,8242455597","1999,2199502273","1399,7954153858","142,9512571833","20,9257575304","286,0930120968","380,2981090197","71,8812270947","2174,1661204401","280,8656571789"
661,90,"4,6037159109","66,3770475186","3,9952669557","2002,1488843514","460,0176836918","134,6595257673","25,9448056483","311,2417692128","720,2273977022","72,6146079274","2134,8067710084","221,4775478046"
662,90,"6,4279246463","50,7130515551","3,5669235801","1993,7959628283","507,3196828884","139,2631046325","23,6430044547","261,894153312","583,3235112496","74,079018729","2898,1275988219","212,109118754"
663,90,"3,0677480845","56,4240920862","1,8780857308","1981,2240008554","865,052740067","101,5656181958","18,4244351824","277,1457728242","900,5584654935","75,6631352241","2062,3040114039","210,3337055293"
664,90,"7,1906501121","47,9849432519","3,709287976","1918,2280726447","613,466526379","155,5424529965","21,1819484677","329,9496092281","516,100467054","71,4145352352","2169,9702268938","194,2224030926"
665,90,"6,1653475446","50,8236748784","2,8236755714","1960,4027537259","412,6994632931","108,8467594311","24,7502293317","381,689106038","497,0026220719","74,9107378617","2724,6548778197","244,6390476891"
666,90,"4,3942177632","48,1266472312","2,3647289882","2112,0634266828","620,6096378184","150,9617331559","20,1704847649","302,0743507762","621,5198546339","70,7784645564","3018,5412906227","291,279472395"
667,90,"4,8638956418","66,9023450246","2,7733999256","2071,9059848944","1459,599152761","107,8205853238","22,8194100605","203,3297682274","602,2701055298","77,452784802","2915,9273205185","204,5223459814"
668,90,"8,985718453","53,9277010119","2,4529512955","1910,2049050157","739,6643276978","96,3549162155","19,7277365583","306,0173336225","444,3429429733","74,9761791906","2201,9235612223","161,213975787"
669,90,"4,9471401308","58,2843234616","3,2415859172","1912,6880024937","651,6298305712","135,5785765114","20,2212429463","330,1325015051","311,3986914428","72,2626213073","2511,7564644629","198,9848589314"
670,90,"9,5136587862","50,2093790127","1,2639103559","1810,3577741503","492,9640961404","82,9135722767","21,4741572345","293,5373265994","706,9565310368","73,2537246585","1980,2708016785","310,6085704822"
671,90,"4,3041015966","47,3157828378","3,6816866741","2160,7514394776","478,8998188524","129,7346765366","18,8527548251","289,374576991","464,1624603212","72,3314064001","2441,359644938","306,1237096662"
